SMILES,Drugbank-ID,CAS Number,Name,Synonyms,Drug Type,Affected Organism,Dosage Form,Dosage Route,Dosage,Indication
C(C(C(C1=C(OC2(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])[H])C2=C(C(=C(C(Cl)=C2[H])[H])[H])N([H])C1=O)([H])[H])([H])[H])([H])([H])[H],DB07867,,6-CHLORO-4-(CYCLOHEXYLOXY)-3-PROPYLQUINOLIN-2(1H)-ONE,,small molecule,,,,,
C(C(C(C1=C(SC2(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])[H])C2=C(C(=C(C(Cl)=C2[H])[H])[H])N([H])C1=O)([H])[H])([H])[H])([H])([H])[H],DB07868,,6-CHLORO-4-(CYCLOHEXYLSULFANYL)-3-PROPYLQUINOLIN-2(1H)-ONE,,small molecule,,,,,
C(C(C([H])([H])[H])(C1=C(OC2(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])[H])C2=C(C(=C(C(Cl)=C2[H])[H])[H])N([H])C1=O)[H])([H])([H])[H],DB07871,,6-CHLORO-4-(CYCLOHEXYLOXY)-3-ISOPROPYLQUINOLIN-2(1H)-ONE,,small molecule,,,,,
C(C(C(C(C(C(C(C(C(C(C(C(O[H])(P(O[H])(O[H])=O)P(O[H])(O[H])=O)([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H],DB07873,,"(1-HYDROXYDODECANE-1,1-DIYL)BIS(PHOSPHONIC ACID)",,small molecule,,,,,
C(C(C([H])([H])[H])(N(C(C(C(N1C(SC2=C(Br)C([H])=C3OC(OC3=C2[H])([H])[H])=NC2=C1N=C(N=C2N([H])[H])[H])([H])[H])([H])[H])([H])[H])[H])[H])([H])([H])[H],DB07877,,"8-(6-BROMO-BENZO[1,3]DIOXOL-5-YLSULFANYL)-9-(3-ISOPROPYLAMINO-PROPYL)-ADENINE",,small molecule,,,,,
O(N(C(=O)C1=C([H])C([H])=C(C(=O)N2C([H])([H])C([H])([H])N3C(=NC(=C3C3=C([H])C([H])=C([H])C([H])=C3[H])[H])C2([H])[H])S1)[H])[H],DB07879,,"N-hydroxy-5-[(3-phenyl-5,6-dihydroimidazo[1,2-a]pyrazin-7(8H)-yl)carbonyl]thiophene-2-carboxamide",,small molecule,,,,,
O(C(=O)C1=C(N=NC2=C([H])C([H])=C(O[H])C([H])=C2[H])C([H])=C([H])C([H])=C1[H])[H],DB07880,,2-((4'-HYDROXYPHENYL)-AZO)BENZOIC ACID,,small molecule,,,,,
O(C1=C(SC(C(C(=C(P(O[H])(O[H])=O)[H])[H])([H])[H])([H])[H])C([H])=C([H])C([H])=C1[H])[H],DB07890,,4-(2-HYDROXYPHENYLTHIO)-1-BUTENYLPHOSPHONIC ACID,,small molecule,,,,,
C(C1=C(SC2=C([H])C([H])=C([H])C([H])=C2[H])N(C(OC(C(O[H])([H])[H])([H])[H])([H])[H])C(=O)N([H])C1=O)([H])([H])[H],DB07892,,1-(2-HYDROXYETHYLOXYMETHYL)-6-PHENYL THIOTHYMINE,,small molecule,,,,,
O(C1=C(SC(C(C(=C(P(O[H])(O[H])=O)[H])[H])([H])[H])([H])[H])C([H])=C(F)C([H])=C1[H])[H],DB07894,,4-(2-HYDROXY-4-FLUOROPHENYLTHIO)-BUTYLPHOSPHONIC ACID,,small molecule,,,,,
O(C(C(C(C(C(C(C(C(N(C(O[H])([H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H],DB07897,,1-(HYDROXYMETHYLENEAMINO)-8-HYDROXY-OCTANE,,small molecule,,,,,
C(C1=NC(C2=NC([H])=C([H])C([H])=C2[H])=NC(N(C(C(C2=C([H])C([H])=C([H])C([H])=C2[H])([H])[H])([H])[H])[H])=C1Cl)([H])([H])[H],DB07901,,5-CHLORO-6-METHYL-N-(2-PHENYLETHYL)-2-PYRIDIN-2-YLPYRIMIDIN-4-AMINE,,small molecule,,,,,
C(C(C([H])([H])[H])(C([H])([H])[H])OC(=O)N(C1=C([H])C([H])=C([H])N=C1C(=O)N(C1=NC([H])=C([H])S1)[H])[H])([H])([H])[H],DB07902,,"TERT-BUTYL {2-[(1,3-THIAZOL-2-YLAMINO)CARBONYL]PYRIDIN-3-YL}CARBAMATE",,small molecule,,,,,
C(C(C([H])([H])[H])(C([H])([H])[H])C(=O)N(C1=C([H])C([H])=C([H])N=C1C(=O)N(C1=NC([H])=C([H])S1)[H])[H])([H])([H])[H],DB07903,,"3-[(2,2-DIMETHYLPROPANOYL)AMINO]-N-1,3-THIAZOL-2-YLPYRIDINE-2-CARBOXAMIDE",,small molecule,,,,,
C(C1=C(C(C(O[H])([H])[H])([H])[H])C(=O)OC2=C1C(=C(C(O[H])=C2[H])[H])[H])([H])([H])[H],DB07908,,7-HYDROXY-4-METHYL-3-(2-HYDROXY-ETHYL)COUMARIN,,small molecule,,,,,
[O-]C(=O)C(=O)C(=C(C(C(=O)C1=C([H])C([H])=C([H])C([H])=C1[H])([H])[H])[H])[H],DB07911,,"(3E)-2,6-DIOXO-6-PHENYLHEX-3-ENOATE",,small molecule,,,,,
C(C(C(C(C(C(=O)C(P(O[H])(O[H])=O)([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H],DB07912,,2-OXOHEPTYLPHOSPHONIC ACID,,small molecule,,,,,
C(C(N1C([H])([H])C([H])([H])C(OC(C2=C([H])C([H])=C([H])C([H])=C2[H])(C2=C([H])C([H])=C([H])C([H])=C2[H])[H])([H])C([H])([H])C1([H])[H])([H])[H])(C(C1=NN=NN1[H])([H])[H])([H])[H],DB07917,,4-(BENZHYDRYLOXY)-1-[3-(1H-TETRAAZOL-5-YL)PROPYL]PIPERIDINE,,small molecule,,,,,
C(C(C(C(C(C(C(C1=[N+]([O-])C2=C(C(=C(C([H])=C2C(O[H])=C1[H])[H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H],DB07918,,2-HEPTYL-4-HYDROXY QUINOLINE N-OXIDE,,small molecule,,,,,
C(OC1=C([H])C2=C(C3=C(N2[H])C(C([H])([H])[H])=NC([H])=C3[H])C([H])=C1[H])([H])([H])[H],DB07919,,7-METHOXY-1-METHYL-9H-BETA-CARBOLINE,,small molecule,,,,,
O=NC(=O)C(N(S(=O)(=O)C1=C([H])C([H])=C(C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H])[H])([H])[H],DB07920,,N-oxo-2-[(4-phenylphenyl)sulfonylamino]ethanamide,,small molecule,,,,,
FC1=C([H])C([H])=C(S(=O)(=O)N(C(C(=O)N=O)([H])[H])[H])C([H])=C1[H],DB07921,,2-[(4-fluorophenyl)sulfonylamino]-N-oxo-ethanamide,,small molecule,,,,,
O=NC(=O)C(N(S(=O)(=O)C1=C([H])C([H])=C([H])C([H])=C1[H])[H])([H])[H],DB07922,,N-oxo-2-(phenylsulfonylamino)ethanamide,,small molecule,,,,,
O(C(=O)C1=C(S(=O)(=O)N(C2=C(O[H])C([H])=C(C(O[H])=O)C([H])=C2[H])[H])C([H])=C([H])S1)[H],DB07927,,3-[(4-Carboxy-2-hydroxyphenyl)sulfamoyl]-2-thiophenecarboxylic acid,,small molecule,,,,,
C(C1=C([H])C(C(=O)N(N(C(=O)C2=C(C([H])([H])[H])C3=C(OC(C(O3)([H])[H])([H])[H])C([H])=C2[H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])=C([H])C(C([H])([H])[H])=C1[H])([H])([H])[H],DB07929,,"N-(TERT-BUTYL)-3,5-DIMETHYL-N'-[(5-METHYL-2,3-DIHYDRO-1,4-BENZODIOXIN-6-YL)CARBONYL]BENZOHYDRAZIDE",,small molecule,,,,,
C(C1=NN([H])C2=C1C(OC1=C([H])C(C#N)=C([H])C(C#N)=C1[H])=C(F)C(=C2[H])[H])([H])([H])[H],DB07935,,"5-[(5-fluoro-3-methyl-1H-indazol-4-yl)oxy]benzene-1,3-dicarbonitrile",,small molecule,,,,,
C(C(C(C(OC1=NC(N(C(C(N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])([H])[H])([H])[H])[H])=C2N=C(N(C(C3=C(F)C([H])=C([H])C([H])=C3F)([H])[H])C2=N1)[H])([H])[H])([H])[H])([H])[H])([H])([H])[H],DB07937,,"2-butoxy-9-(2,6-difluorobenzyl)-N-(2-morpholin-4-ylethyl)-9H-purin-6-amine",,small molecule,,,,,
IC1=C([H])C(C(N(C2=C3C(C(C(C([H])([H])C3=NC3=C(C(=C(C([H])=C23)[H])[H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])=C([H])C([H])=C1[H],DB07940,,"9-(3-IODOBENZYLAMINO)-1,2,3,4-TETRAHYDROACRIDINE",,small molecule,,,,,
C(N(C(=O)C1=C([H])C(N2C(C([H])([H])[H])=C([H])C(OC(C3=C(F)C([H])=C(F)C([H])=C3[H])([H])[H])=C(Br)C2=O)=C(C([H])([H])[H])C([H])=C1[H])[H])([H])([H])[H],"DB07941
DB11722",586379-66-0,PH-797804,,small molecule,,,,,
FC1=C([H])C([H])=C(C2=C([H])N([H])N=C2C2=C([H])C(F)=NC([H])=C2[H])C([H])=C1[H],DB07942,,2-fluoro-4-[4-(4-fluorophenyl)-1H-pyrazol-3-yl]pyridine,,small molecule,,,,,
O(C(C(=O)N1C([H])([H])C([H])([H])C(C2=NN([H])C(C3=C([H])C([H])=C(Cl)C([H])=C3[H])=C2C2=NC([H])=NC([H])=C2[H])([H])C([H])([H])C1([H])[H])([H])[H])[H],DB07943,,2-{4-[5-(4-chlorophenyl)-4-pyrimidin-4-yl-1H-pyrazol-3-yl]piperidin-1-yl}-2-oxoethanol,,small molecule,,,,,
C(C1=C([H])C(N(S(=O)(=O)C2=C([H])C([H])=C([H])C([H])=C2[H])[H])=C([H])C(OC(C(N(C2=C([H])C([H])=[N+]([H])C([H])=C2[H])[H])([H])[H])([H])[H])=C1[H])([H])([H])[H],DB07944,,N-{3-METHYL-5-[2-(PYRIDIN-4-YLAMINO)-ETHOXY]-PHENYL}-BENZENESULFONAMIDE,,small molecule,,,,,
N(C(=O)C1=C([H])C([H])=C([H])C(C(N2C3=C(C(C(C(C(C3([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])C3=C(C(=C(C(C(O[H])=O)=C23)[H])[H])[H])([H])[H])=C1[H])([H])[H],DB07945,,"5-(3-carbamoylbenzyl)-5,6,7,8,9,10-hexahydrocyclohepta[b]indole-4-carboxylic acid",,small molecule,,,,,
N(C(=N[H])N(OC(C(N(C(=O)C(C1=C(Cl)C([H])=C([H])C(N(C(C(F)(F)C2=C([H])C([H])=C([H])C([H])=C2[H])([H])[H])[H])=C1F)([H])[H])[H])([H])[H])([H])[H])[H])([H])[H],DB07946,,"N-[2-({[amino(imino)methyl]amino}oxy)ethyl]-2-{6-chloro-3-[(2,2-difluoro-2-phenylethyl)amino]-2-fluorophenyl}acetamide",,small molecule,,,,,
ClC1=C([H])C([H])=C(C(OC(C(N(C(C(N(S(=O)(=O)C2=C([H])C([H])=C([H])C3=C(N=C(C([H])=C23)[H])[H])[H])([H])[H])([H])[H])[H])([H])[H])([H])[H])([H])[H])C([H])=C1[H],DB07947,,ISOQUINOLINE-5-SULFONIC ACID (2-(2-(4-CHLOROBENZYLOXY)ETHYLAMINO)ETHYL)AMIDE,,small molecule,,,,,
O(C(=O)C(ON=C1C2=C(C(=C(C([H])([H])C2=NC1=C1C(=O)N=C2C(C(=C(C([H])=C12)[H])[H])([H])[H])[H])[H])[H])([H])[H])[H],DB07949,,"({[(3E)-2'-OXO-2',7'-DIHYDRO-2,3'-BIINDOL-3(7H)-YLIDENE]AMINO}OXY)ACETIC ACID",,small molecule,,,,,
O(C(=O)C(C1=C([H])N([H])C2=C1C(=C(C(=C2[H])[H])[H])[H])([H])[H])[H],DB07950,,1H-INDOL-3-YLACETIC ACID,,small molecule,,,,,
O(C(=O)C(N(C(=O)C(C1=C([H])N([H])C2=C1C(=C(C(=C2[H])[H])[H])[H])([H])[H])[H])([H])[H])[H],DB07952,,N-[1H-INDOL-3-YL-ACETYL]GLYCINE ACID,,small molecule,,,,,
C(C(C([H])([H])[H])(C(N1C2=C(N=C(N2[H])[H])C(=O)N(C([H])([H])[H])C1=O)([H])[H])[H])([H])([H])[H],DB07954,28822-58-4,3-isobutyl-1-methyl-7H-xanthine,"1-methyl-3-(2-methylpropyl)-7H-purine-2,6-dione
1-methyl-3-isobutylxanthine
3-isobutyl-1-methyl-3,7-dihydro-1H-purine-2,6-dione
3-isobutyl-1-methylxanthine
3-Isobutyl-1-methyxanthine
IBMX",small molecule,,,,,
N(C1=C([H])C(C(=O)[H])=C(C(C(=O)OC(C(Br)([H])[H])([H])[H])([H])[H])C([H])=C1[H])([H])[H],DB07955,,(2-BROMOETHYL)(2-'FORMYL-4'-AMINOPHENYL) ACETATE,,small molecule,,,,,
C(C(C(C1=C([H])C(C(C(O[H])=O)([H])[H])=C2N(C(C(C(N([H])[H])=O)([H])[H])=C([H])C2=C1[H])[H])([H])[H])([H])[H])([H])([H])[H],DB07958,,(2-CARBAMOYLMETHYL-5-PROPYL-OCTAHYDRO-INDOL-7-YL)ACETIC ACID,,small molecule,,,,,
N1(N=C(C2=NC3=C(C(=C(C(=C3[H])[H])[H])[H])N2[H])C2=C1C(=C(C(=C2[H])[H])[H])[H])[H],DB07959,,3-(1H-BENZIMIDAZOL-2-YL)-1H-INDAZOLE,,small molecule,,,,,
ClC1=C([H])C([H])=C([H])C(Cl)=C1C(C(=N[H])N(C(=S)N(C1=C([H])C([H])=C(C#N)C([H])=C1[H])[H])[H])([H])[H],DB07961,,"1-(4-CYANO-PHENYL)-3-[2-(2,6-DICHLORO-PHENYL)-1-IMINO-ETHYL]-THIOUREA",,small molecule,,,,,
C(OC(=O)C(C(N(C(=O)C1=C([H])C(C2=C(F)C([H])=C(F)C([H])=C2[H])=C([H])C(I)=C1O[H])[H])([H])[H])([H])[H])([H])([H])[H],DB07962,,"METHYL N-[(2',4'-DIFLUORO-4-HYDROXY-5-IODOBIPHENYL-3-YL)CARBONYL]-BETA-ALANINATE",,small molecule,,,,,
O(C(=O)C(C(N(C(=O)C1=C([H])C(C2=C(F)C([H])=C(F)C([H])=C2[H])=C([H])C(I)=C1O[H])[H])([H])[H])([H])[H])[H],DB07963,,"N-[(2',4'-DIFLUORO-4-HYDROXY-5-IODOBIPHENYL-3-YL)CARBONYL]-BETA-ALANINE",,small molecule,,,,,
C(N1C([H])([H])C([H])([H])N(C(C(N2C([H])=NC3=C(N(C4(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])[H])[H])N=C(N=C23)C#N)([H])[H])([H])[H])C([H])([H])C1([H])[H])([H])([H])[H],DB07965,,6-(cyclohexylamino)-9-[2-(4-methylpiperazin-1-yl)-ethyl]-9H-purine-2-carbonitrile,6-(Cyclohexylamino)-9-[2-(4-methyl-1-piperazinyl)ethyl]-9H-purine-2-carbonitrile,small molecule,,,,,
N#CC(C1=C([H])C([H])=C(N(C2=NC3=C(C(=C(C([H])=C3C(N(C3=NN([H])C(C4(C([H])([H])C4([H])[H])[H])=C3[H])[H])=N2)[H])[H])[H])[H])C([H])=C1[H])([H])[H],DB07966,,[4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]quinazolin-2-yl}amino)phenyl]acetonitrile,,small molecule,,,,,
N#CC1=NC2=C(N=C(N2C2(C([H])([H])C([H])([H])C([H])([H])C2([H])[H])[H])[H])C(N(C2=C(OC(C(C(N3C([H])=C([H])N=C3[H])([H])[H])([H])[H])([H])[H])C([H])=C([H])C([H])=C2[H])[H])=N1,DB07967,,9-CYCLOPENTYL-6-[2-(3-IMIDAZOL-1-YL-PROPOXY)-PHENYLAMINO]-9H-PURINE-2-CARBONITRILE,,small molecule,,,,,
C(OC1=C(N(C(=O)N(C(=O)C2=C(Cl)C([H])=C(F)C([H])=C2[H])[H])[H])C([H])=C(O[H])C([H])=C1[H])([H])([H])[H],DB07968,,N-(2-CHLORO-4-FLUOROBENZOYL)-N'-(5-HYDROXY-2-METHOXYPHENYL)UREA,,small molecule,,,,,
C(N1C([H])([H])C([H])([H])N(C2=C([H])N=C3C(=C(C(=C(C4=C([H])C(O[H])=C([H])C([H])=C4[H])C3=N2)[H])C(F)(F)F)[H])C([H])([H])C1([H])[H])([H])([H])[H],DB07969,,3-[3-(4-methylpiperazin-1-yl)-7-(trifluoromethyl)quinoxalin-5-yl]phenol,,small molecule,,,,,
C(C1=C(N(C2=C([H])N=C([H])C(C(N([H])[H])=O)=C2[H])[H])C([H])=C(C(=O)N(C2=C([H])C([H])=C([H])C(C(F)(F)F)=C2[H])[H])C([H])=C1[H])([H])([H])[H],DB07970,,5-[(2-methyl-5-{[3-(trifluoromethyl)phenyl]carbamoyl}phenyl)amino]pyridine-3-carboxamide,,small molecule,,,,,
N(C1=C([H])C([H])=C(SC2=C([H])C([H])=C(N3C(=O)C4=C(C(=C(N([H])[H])C(=C4[H])[H])[H])C3=O)C([H])=C2[H])C([H])=C1[H])([H])[H],DB07971,,"5-AMINO-2-{4-[(4-AMINOPHENYL)SULFANYL]PHENYL}-1H-ISOINDOLE-1,3(2H)-DIONE",,small molecule,,,,,
C(C1=C([H])C([H])=C([H])C(N2C([H])=NC3=C2C(=C(C(N([H])[H])=C3[H])[H])[H])=C1[H])([H])([H])[H],DB07972,,1-(3-METHYLPHENYL)-1H-BENZIMIDAZOL-5-AMINE,,small molecule,,,,,
C(OC1=C([H])C([H])=C([H])C(C(N2C(C(=O)N(C3(C([H])([H])C([H])([H])N(C(C([H])([H])[H])(C([H])([H])[H])[H])C([H])([H])C3([H])[H])[H])[H])=C([H])C3=C2C(=C(C(=C3[H])[H])[H])[H])([H])[H])=C1[H])([H])([H])[H],DB07973,,N-(1-ISOPROPYLPIPERIDIN-4-YL)-1-(3-METHOXYBENZYL)-1H-INDOLE-2-CARBOXAMIDE,,small molecule,,,,,
C(C(C([H])([H])[H])(N1C([H])([H])C([H])([H])C(N(C(=O)C2=C([H])C3=C(C(=C(C(=C3[H])[H])[H])[H])N2C(C(=O)N(C2=C([H])C([H])=C(Cl)C([H])=C2[H])[H])([H])[H])[H])([H])C([H])([H])C1([H])[H])[H])([H])([H])[H],DB07974,,1-{2-[(4-CHLOROPHENYL)AMINO]-2-OXOETHYL}-N-(1-ISOPROPYLPIPERIDIN-4-YL)-1H-INDOLE-2-CARBOXAMIDE,,small molecule,,,,,
O(C(=O)C1=C(C(=O)N(C2=C(F)C([H])=C(C3=C([H])C(OC(F)(F)F)=C([H])C([H])=C3[H])C([H])=C2F)[H])C([H])([H])C([H])([H])C1([H])[H])[H],DB07975,,"2-({[3,5-DIFLUORO-3'-(TRIFLUOROMETHOXY)BIPHENYL-4-YL]AMINO}CARBONYL)CYCLOPENT-1-ENE-1-CARBOXYLIC ACID",,small molecule,,,,,
C(OC1=C([H])C([H])=C([H])C(C2=C([H])C(F)=C(N(C(=O)C3=C(C(O[H])=O)SC([H])=C3[H])[H])C([H])=C2[H])=C1[H])([H])([H])[H],DB07976,,3-{[(3-FLUORO-3'-METHOXYBIPHENYL-4-YL)AMINO]CARBONYL}THIOPHENE-2-CARBOXYLIC ACID,,small molecule,,,,,
O(C(=O)C1=C(C(=O)N(C2=C(F)C([H])=C(C3=C([H])C(OC(F)(F)F)=C([H])C([H])=C3[H])C([H])=C2F)[H])C([H])=C([H])S1)[H],DB07977,,"3-({[3,5-DIFLUORO-3'-(TRIFLUOROMETHOXY)BIPHENYL-4-YL]AMINO}CARBONYL)THIOPHENE-2-CARBOXYLIC ACID",,small molecule,,,,,
O(C(=O)C1=C(C(=O)N(C2=C(F)C(F)=C(C3=C([H])C(OC(F)(F)F)=C([H])C([H])=C3[H])C(F)=C2F)[H])C([H])=C([H])C1([H])[H])[H],DB07978,,"2-({[2,3,5,6-TETRAFLUORO-3'-(TRIFLUOROMETHOXY)BIPHENYL-4-YL]AMINO}CARBONYL)CYCLOPENTA-1,3-DIENE-1-CARBOXYLIC ACID",,small molecule,,,,,
O(C(=O)C(=N[H])C(C1=C([H])C(O[H])=C(O[H])C([H])=C1[H])([H])[H])[H],DB07979,,"(2E)-3-(3,4-DIHYDROXYPHENYL)-2-IMINOPROPANOIC ACID",,small molecule,,,,,
C(C(C([H])([H])[H])(N1C(C([H])([H])[H])=NC([H])=C1C1=C([H])C([H])=NC(N(C2=C([H])C([H])=C(N3C([H])([H])C([H])([H])N(C(=O)C(O[H])([H])[H])C([H])([H])C3([H])[H])C([H])=C2[H])[H])=N1)[H])([H])([H])[H],DB07982,,2-{4-[4-({4-[2-methyl-1-(1-methylethyl)-1H-imidazol-5-yl]pyrimidin-2-yl}amino)phenyl]piperazin-1-yl}-2-oxoethanol,,small molecule,,,,,
C(OC1=C([H])C2=C(N(C(=O)C3=C([H])C([H])=C(I)C([H])=C3[H])C(C([H])([H])[H])=C2C(C(O[H])=O)([H])[H])C([H])=C1[H])([H])([H])[H],DB07983,,1-(4-IODOBENZOYL)-5-METHOXY-2-METHYL INDOLE-3-ACETIC ACID,,small molecule,,,,,
O(C(=O)C(N(S(=O)(=O)C1=C([H])C([H])=C(N2C([H])([H])C([H])([H])C(C3=C([H])C([H])=C([H])C([H])=C3[H])([H])C([H])([H])C2([H])[H])C([H])=C1[H])[H])([H])[H])[H],DB07986,,[4-(4-PHENYL-PIPERIDIN-1-YL)-BENZENESULFONYLAMINO]-ACETIC ACID,,small molecule,,,,,
O(S(=O)(=O)OC1=C([H])N([H])C2=C1C(=C(C(=C2[H])[H])[H])[H])[H],DB07992,,3-SULFOOXY-1H-INDOLE,,small molecule,,,,,
N(C1=NC([H])=C([H])C([H])=C1N(C(C1=C([H])C(C2=C([H])C3=C(C(=C(N3[H])[H])[H])C([H])=C2[H])=C([H])C([H])=C1[H])([H])[H])[H])([H])[H],DB07993,,"N~3~-[3-(1H-INDOL-6-YL)BENZYL]PYRIDINE-2,3-DIAMINE",,small molecule,,,,,
N(C1=C(N(C(C2=C(OC(C3=NC([H])=C([H])C([H])=C3[H])([H])[H])C([H])=C([H])C(C3=C([H])C4=C(C(=C(N4[H])[H])[H])C([H])=C3[H])=C2[H])([H])[H])[H])C([H])=C([H])C([H])=N1)([H])[H],DB07994,,"N~3~-[5-(1H-INDOL-6-YL)-2-(PYRIDIN-2-YLMETHOXY)BENZYL]PYRIDINE-2,3-DIAMINE",,small molecule,,,,,
BrC1=C([H])C([H])=C(C(=C(C(N(C(C(N(S(=O)(=O)C2=C([H])C([H])=C([H])C3=C(N=C(C([H])=C23)[H])[H])[H])([H])[H])([H])[H])[H])([H])[H])[H])[H])C([H])=C1[H],DB07995,,N-[2-(4-BROMOCINNAMYLAMINO)ETHYL]-5-ISOQUINOLINE SULFONAMIDE,,small molecule,,,,,
C(N(C(C(N(S(=O)(=O)C1=C([H])C([H])=C([H])C2=C(N=C(C([H])=C12)[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H],DB07997,,N-[2-(METHYLAMINO)ETHYL]-5-ISOQUINOLINESULFONAMIDE,,small molecule,,,,,
O(C(=O)C(OC(=O)C1=C([H])C2=C(C(=C(C([H])=C2C2=C1S(=O)(=O)N(C(C(O[H])=O)([H])[H])C2=O)[H])[H])[H])([H])[H])[H],DB07999,,"{4-[(CARBOXYMETHOXY)CARBONYL]-3,3-DIOXIDO-1-OXONAPHTHO[1,2-D]ISOTHIAZOL-2(1H)-YL}ACETIC ACID",,small molecule,,,,,
O(C(=O)C(N1C(=O)C2=C(C(=C(C3=C([H])C([H])=C([H])C([H])=C32)[H])C(O[H])=O)S1(=O)=O)([H])[H])[H],DB08000,,"2-(CARBOXYMETHYL)-1-OXO-1,2-DIHYDRONAPHTHO[1,2-D]ISOTHIAZOLE-4-CARBOXYLIC ACID 3,3-DIOXIDE",,small molecule,,,,,
C(OC(=O)C1=C(OC(C(=C(C2=C([H])C(C3=C(C(O[H])([H])[H])C(C(O[H])=O)=NO3)=C([H])C([H])=C2[H])[H])[H])([H])[H])C([H])=C([H])C([H])=C1O[H])([H])([H])[H],DB08001,,5-(3-{3-[3-HYDROXY-2-(METHOXYCARBONYL)PHENOXY]PROPENYL}PHENYL)-4-(HYDROXYMETHYL)ISOXAZOLE-3-CARBOXYLIC ACID,,small molecule,,,,,
C(C(N(C(=O)N1C([H])([H])C([H])([H])C(N(C2=NC(C3=C([H])N([H])C4=C3C(=C(C(=C4[H])[H])[H])[H])=C(Cl)C([H])=N2)[H])([H])C([H])([H])C1([H])[H])[H])([H])[H])([H])([H])[H],DB08005,,4-{[5-chloro-4-(1H-indol-3-yl)pyrimidin-2-yl]amino}-N-ethylpiperidine-1-carboxamide,,small molecule,,,,,
C(C1=NC2=NC(=NN2C(N(C2=C([H])C3=C(C4=C([H])C([H])=C([H])C([H])=C4C([H])=C3C([H])=C2[H])[H])[H])=C1[H])[H])([H])([H])[H],DB08006,,"N-anthracen-2-yl-5-methyl[1,2,4]triazolo[1,5-a]pyrimidin-7-amine",,small molecule,,,,,
C(C1=NC2=NC(=NN2C(N(C2=C([H])C([H])=C(C(F)(F)F)C([H])=C2[H])[H])=C1[H])[H])([H])([H])[H],DB08008,,"5-methyl-N-[4-(trifluoromethyl)phenyl][1,2,4]triazolo[1,5-a]pyrimidin-7-amine",,small molecule,,,,,
C(C(N(C(C([H])([H])[H])([H])[H])C(C(N(C(=O)C1=C(C([H])([H])[H])N([H])C(C(=C2C(=O)N([H])C3=C2C(=C(Cl)C(=C3[H])[H])[H])[H])=C1C([H])([H])[H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H],DB08009,,"5-[(E)-(5-CHLORO-2-OXO-1,2-DIHYDRO-3H-INDOL-3-YLIDENE)METHYL]-N-[2-(DIETHYLAMINO)ETHYL]-2,4-DIMETHYL-1H-PYRROLE-3-CARBOXAMIDE",,small molecule,,,,,
O(N=C1C(=O)N(C(C2=C([H])C(F)=C([H])C3=C2OC(OC3([H])[H])([H])[H])([H])[H])C2=C1C(C(=C(C1=C([H])C([H])=C([H])C([H])=C1[H])[H])[H])=C(C(=C2[H])[H])[H])[H],DB08010,,"(3Z)-1-[(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl]-4-[(E)-2-phenylethenyl]-1H-indole-2,3-dione 3-oxime",,small molecule,,,,,
O(N=C1C(=O)N(C(C2=C([H])C(F)=C([H])C3=C2OC(OC3([H])[H])([H])[H])([H])[H])C2=C1C(=C(F)C(=C2[H])[H])[H])[H],DB08011,,"(3E)-5-fluoro-1-[(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl]-1H-indole-2,3-dione 3-oxime",,small molecule,,,,,
C(C(OC(=O)C1=C([H])C([H])=C(OC(C(C2(C([H])([H])C([H])([H])N(C3=NN=C(C([H])([H])[H])C([H])=C3[H])C([H])([H])C2([H])[H])[H])([H])[H])([H])[H])C([H])=C1[H])([H])[H])([H])([H])[H],DB08012,,(METHYLPYRIDAZINE PIPERIDINE ETHYLOXYPHENYL)ETHYLACETATE,,small molecule,,,,,
C(C(OC(=O)C1=C([H])C([H])=C(OC(C(C(C2(C([H])([H])C([H])([H])N(C3=NN=C(C([H])([H])[H])C([H])=C3[H])C([H])([H])C2([H])[H])[H])([H])[H])([H])[H])([H])[H])C([H])=C1[H])([H])[H])([H])([H])[H],DB08013,,(METHYLPYRIDAZINE PIPERIDINE PROPYLOXYPHENYL)ETHYLACETATE,,small molecule,,,,,
